Pot_ID,Latitude,Lat_N,Lat_DM,Lat_DD,Longitude,Lon_W,Lon_DM,Lon_DD
C62,55° 47.48922' N,55,47.4892,55.7915,163° 20.59218' W,163,20.5922,-163.3432
C63,55° 45.49506' N,55,45.4951,55.7583,163° 20.59908' W,163,20.5991,-163.3433
C64,55° 43.50084' N,55,43.5008,55.725,163° 20.60592' W,163,20.6059,-163.3434
C65,55° 41.5065' N,55,41.5065,55.6918,163° 20.61276' W,163,20.6128,-163.3435
C66,55° 39.5121' N,55,39.5121,55.6585,163° 20.6196' W,163,20.6196,-163.3437
C67,55° 37.51758' N,55,37.5176,55.6253,163° 20.62644' W,163,20.6264,-163.3438
C68,55° 35.52294' N,55,35.5229,55.592,163° 20.63322' W,163,20.6332,-163.3439
C69,55° 33.52824' N,55,33.5282,55.5588,163° 20.64006' W,163,20.6401,-163.344
C70,55° 31.53348' N,55,31.5335,55.5256,163° 20.64684' W,163,20.6468,-163.3441
C71,55° 29.5386' N,55,29.5386,55.4923,163° 20.65356' W,163,20.6536,-163.3442
C72,55° 27.5436' N,55,27.5436,55.4591,163° 20.66034' W,163,20.6603,-163.3443
C73,55° 25.54854' N,55,25.5485,55.4258,163° 20.66712' W,163,20.6671,-163.3445
C74,55° 23.55336' N,55,23.5534,55.3926,163° 20.67384' W,163,20.6738,-163.3446
C75,55° 21.55812' N,55,21.5581,55.3593,163° 20.68056' W,163,20.6806,-163.3447
C76,55° 19.56276' N,55,19.5628,55.326,163° 20.68728' W,163,20.6873,-163.3448
C77,55° 17.56734' N,55,17.5673,55.2928,163° 20.694' W,163,20.694,-163.3449
C78,55° 15.5718' N,55,15.5718,55.2595,163° 20.70066' W,163,20.7007,-163.345
C79,55° 13.5762' N,55,13.5762,55.2263,163° 20.70732' W,163,20.7073,-163.3451
C80,55° 11.58048' N,55,11.5805,55.193,163° 20.71404' W,163,20.714,-163.3452
C81,55° 9.58464' N,55,9.5846,55.1597,163° 20.72064' W,163,20.7206,-163.3453
D1,57° 48.90264' N,57,48.9026,57.815,162° 52.02486' W,162,52.0249,-162.8671
D2,57° 46.91298' N,57,46.913,57.7819,162° 52.05894' W,162,52.0589,-162.8676
D3,57° 44.92326' N,57,44.9233,57.7487,162° 52.09302' W,162,52.093,-162.8682
D4,57° 42.93354' N,57,42.9335,57.7156,162° 52.12698' W,162,52.127,-162.8688
D5,57° 40.9437' N,57,40.9437,57.6824,162° 52.16094' W,162,52.1609,-162.8693
D6,57° 38.9538' N,57,38.9538,57.6492,162° 52.19478' W,162,52.1948,-162.8699
D7,57° 36.9639' N,57,36.9639,57.6161,162° 52.22862' W,162,52.2286,-162.8705
D8,57° 34.97388' N,57,34.9739,57.5829,162° 52.26234' W,162,52.2623,-162.871
D9,57° 32.9838' N,57,32.9838,57.5497,162° 52.296' W,162,52.296,-162.8716
D10,57° 30.99372' N,57,30.9937,57.5166,162° 52.32966' W,162,52.3297,-162.8722
D11,57° 29.00352' N,57,29.0035,57.4834,162° 52.3632' W,162,52.3632,-162.8727
D12,57° 27.01326' N,57,27.0133,57.4502,162° 52.39668' W,162,52.3967,-162.8733
D13,57° 25.02294' N,57,25.0229,57.417,162° 52.4301' W,162,52.4301,-162.8738
D14,57° 23.03256' N,57,23.0326,57.3839,162° 52.46346' W,162,52.4635,-162.8744
D15,57° 21.04218' N,57,21.0422,57.3507,162° 52.49676' W,162,52.4968,-162.8749
D16,57° 19.05168' N,57,19.0517,57.3175,162° 52.53' W,162,52.53,-162.8755
D17,57° 17.06112' N,57,17.0611,57.2844,162° 52.56318' W,162,52.5632,-162.8761
D18,57° 15.07044' N,57,15.0704,57.2512,162° 52.5963' W,162,52.5963,-162.8766
D19,57° 13.07976' N,57,13.0798,57.218,162° 52.62936' W,162,52.6294,-162.8772
D20,57° 11.08902' N,57,11.089,57.1848,162° 52.66236' W,162,52.6624,-162.8777
D21,57° 9.09816' N,57,9.0982,57.1516,162° 52.6953' W,162,52.6953,-162.8783
D22,57° 7.1073' N,57,7.1073,57.1185,162° 52.72818' W,162,52.7282,-162.8788
D23,57° 5.11632' N,57,5.1163,57.0853,162° 52.76094' W,162,52.7609,-162.8793
D24,57° 3.12528' N,57,3.1253,57.0521,162° 52.7937' W,162,52.7937,-162.8799
D25,57° 1.13418' N,57,1.1342,57.0189,162° 52.8264' W,162,52.8264,-162.8804
D26,56° 59.14302' N,56,59.143,56.9857,162° 52.85904' W,162,52.859,-162.881
D27,56° 57.1518' N,56,57.1518,56.9525,162° 52.89162' W,162,52.8916,-162.8815
D28,56° 55.16046' N,56,55.1605,56.9193,162° 52.92414' W,162,52.9241,-162.8821
D29,56° 53.16906' N,56,53.1691,56.8862,162° 52.9566' W,162,52.9566,-162.8826
D30,56° 51.17766' N,56,51.1777,56.853,162° 52.989' W,162,52.989,-162.8832
D31,56° 49.18608' N,56,49.1861,56.8198,162° 53.02128' W,162,53.0213,-162.8837
D32,56° 47.1945' N,56,47.1945,56.7866,162° 53.05356' W,162,53.0536,-162.8842
D33,56° 45.20286' N,56,45.2029,56.7534,162° 53.08578' W,162,53.0858,-162.8848
D34,56° 43.2111' N,56,43.2111,56.7202,162° 53.11794' W,162,53.1179,-162.8853
D35,56° 41.21928' N,56,41.2193,56.687,162° 53.15004' W,162,53.15,-162.8858
D36,56° 39.2274' N,56,39.2274,56.6538,162° 53.18208' W,162,53.1821,-162.8864
D37,56° 37.2354' N,56,37.2354,56.6206,162° 53.21406' W,162,53.2141,-162.8869
D38,56° 35.24334' N,56,35.2433,56.5874,162° 53.24598' W,162,53.246,-162.8874
D39,56° 33.25122' N,56,33.2512,56.5542,162° 53.27784' W,162,53.2778,-162.888
D40,56° 31.25904' N,56,31.259,56.521,162° 53.30964' W,162,53.3096,-162.8885
D41,56° 29.2668' N,56,29.2668,56.4878,162° 53.34144' W,162,53.3414,-162.889
D42,56° 27.27444' N,56,27.2744,56.4546,162° 53.37312' W,162,53.3731,-162.8896
D43,56° 25.28202' N,56,25.282,56.4214,162° 53.40474' W,162,53.4047,-162.8901
D44,56° 23.28948' N,56,23.2895,56.3882,162° 53.4363' W,162,53.4363,-162.8906
D45,56° 21.29688' N,56,21.2969,56.3549,162° 53.46786' W,162,53.4679,-162.8911
D46,56° 19.30422' N,56,19.3042,56.3217,162° 53.4993' W,162,53.4993,-162.8917
D47,56° 17.3115' N,56,17.3115,56.2885,162° 53.53068' W,162,53.5307,-162.8922
D48,56° 15.31866' N,56,15.3187,56.2553,162° 53.56206' W,162,53.5621,-162.8927
D49,56° 13.32576' N,56,13.3258,56.2221,162° 53.59338' W,162,53.5934,-162.8932
D50,56° 11.33274' N,56,11.3327,56.1889,162° 53.62458' W,162,53.6246,-162.8937
D51,56° 9.33966' N,56,9.3397,56.1557,162° 53.65578' W,162,53.6558,-162.8943
D52,56° 7.34652' N,56,7.3465,56.1224,162° 53.68692' W,162,53.6869,-162.8948
D53,56° 5.35332' N,56,5.3533,56.0892,162° 53.71794' W,162,53.7179,-162.8953
D54,56° 3.36' N,56,3.36,56.056,162° 53.74896' W,162,53.749,-162.8958
D55,56° 1.36656' N,56,1.3666,56.0228,162° 53.77992' W,162,53.7799,-162.8963
D56,55° 59.37306' N,55,59.3731,55.9896,162° 53.81082' W,162,53.8108,-162.8968
D57,55° 57.3795' N,55,57.3795,55.9563,162° 53.84166' W,162,53.8417,-162.8974
D58,55° 55.38582' N,55,55.3858,55.9231,162° 53.8725' W,162,53.8725,-162.8979
D59,55° 53.39208' N,55,53.3921,55.8899,162° 53.90322' W,162,53.9032,-162.8984
D60,55° 51.39828' N,55,51.3983,55.8566,162° 53.93388' W,162,53.9339,-162.8989
D61,55° 49.40436' N,55,49.4044,55.8234,162° 53.96454' W,162,53.9645,-162.8994
D62,55° 47.41032' N,55,47.4103,55.7902,162° 53.99508' W,162,53.9951,-162.8999
D63,55° 45.41622' N,55,45.4162,55.7569,162° 54.02562' W,162,54.0256,-162.9004
D64,55° 43.42206' N,55,43.4221,55.7237,162° 54.0561' W,162,54.0561,-162.9009
D65,55° 41.42778' N,55,41.4278,55.6905,162° 54.08652' W,162,54.0865,-162.9014
D66,55° 39.43344' N,55,39.4334,55.6572,162° 54.11682' W,162,54.1168,-162.9019
D67,55° 37.43898' N,55,37.439,55.624,162° 54.14712' W,162,54.1471,-162.9025
D68,55° 35.44446' N,55,35.4445,55.5907,162° 54.17742' W,162,54.1774,-162.903
D69,55° 33.44982' N,55,33.4498,55.5575,162° 54.2076' W,162,54.2076,-162.9035
D70,55° 31.45506' N,55,31.4551,55.5243,162° 54.23772' W,162,54.2377,-162.904
D71,55° 29.46024' N,55,29.4602,55.491,162° 54.26784' W,162,54.2678,-162.9045
D72,55° 27.46536' N,55,27.4654,55.4578,162° 54.29784' W,162,54.2978,-162.905
D73,55° 25.47036' N,55,25.4704,55.4245,162° 54.32784' W,162,54.3278,-162.9055
D74,55° 23.47524' N,55,23.4752,55.3913,162° 54.35778' W,162,54.3578,-162.906
E1,57° 48.71406' N,57,48.7141,57.8119,162° 23.9046' W,162,23.9046,-162.3984
E2,57° 46.72458' N,57,46.7246,57.7787,162° 23.96514' W,162,23.9651,-162.3994
E3,57° 44.73504' N,57,44.735,57.7456,162° 24.02556' W,162,24.0256,-162.4004
E4,57° 42.74544' N,57,42.7454,57.7124,162° 24.08592' W,162,24.0859,-162.4014
E5,57° 40.75578' N,57,40.7558,57.6793,162° 24.1461' W,162,24.1461,-162.4024
E6,57° 38.76612' N,57,38.7661,57.6461,162° 24.20622' W,162,24.2062,-162.4034
E7,57° 36.77634' N,57,36.7763,57.6129,162° 24.26622' W,162,24.2662,-162.4044
E8,57° 34.7865' N,57,34.7865,57.5798,162° 24.32604' W,162,24.326,-162.4054
E9,57° 32.7966' N,57,32.7966,57.5466,162° 24.38586' W,162,24.3859,-162.4064
E10,57° 30.80664' N,57,30.8066,57.5134,162° 24.4455' W,162,24.4455,-162.4074
E11,57° 28.81662' N,57,28.8166,57.4803,162° 24.50502' W,162,24.505,-162.4084
E12,57° 26.82654' N,57,26.8265,57.4471,162° 24.56448' W,162,24.5645,-162.4094
E13,57° 24.8364' N,57,24.8364,57.4139,162° 24.62376' W,162,24.6238,-162.4104
E14,57° 22.8462' N,57,22.8462,57.3808,162° 24.68298' W,162,24.683,-162.4114
E15,57° 20.85594' N,57,20.8559,57.3476,162° 24.74208' W,162,24.7421,-162.4124
E16,57° 18.86562' N,57,18.8656,57.3144,162° 24.80106' W,162,24.8011,-162.4134
E17,57° 16.87524' N,57,16.8752,57.2813,162° 24.85992' W,162,24.8599,-162.4143
E18,57° 14.88474' N,57,14.8847,57.2481,162° 24.91872' W,162,24.9187,-162.4153
E19,57° 12.89424' N,57,12.8942,57.2149,162° 24.9774' W,162,24.9774,-162.4163
E20,57° 10.90362' N,57,10.9036,57.1817,162° 25.0359' W,162,25.0359,-162.4173
E21,57° 8.913' N,57,8.913,57.1486,162° 25.0944' W,162,25.0944,-162.4182
E22,57° 6.92226' N,57,6.9223,57.1154,162° 25.15272' W,162,25.1527,-162.4192
E23,57° 4.93146' N,57,4.9315,57.0822,162° 25.21092' W,162,25.2109,-162.4202
E24,57° 2.9406' N,57,2.9406,57.049,162° 25.26906' W,162,25.2691,-162.4212
E25,57° 0.94962' N,57,0.9496,57.0158,162° 25.32708' W,162,25.3271,-162.4221
E26,56° 58.95864' N,56,58.9586,56.9826,162° 25.38498' W,162,25.385,-162.4231
E27,56° 56.96754' N,56,56.9675,56.9495,162° 25.44276' W,162,25.4428,-162.424
E28,56° 54.97638' N,56,54.9764,56.9163,162° 25.50048' W,162,25.5005,-162.425
E29,56° 52.98522' N,56,52.9852,56.8831,162° 25.55808' W,162,25.5581,-162.426
E30,56° 50.99388' N,56,50.9939,56.8499,162° 25.61556' W,162,25.6156,-162.4269
E31,56° 49.00254' N,56,49.0025,56.8167,162° 25.67292' W,162,25.6729,-162.4279
E32,56° 47.01108' N,56,47.0111,56.7835,162° 25.73022' W,162,25.7302,-162.4288
E33,56° 45.01956' N,56,45.0196,56.7503,162° 25.7874' W,162,25.7874,-162.4298
E34,56° 43.02798' N,56,43.028,56.7171,162° 25.84446' W,162,25.8445,-162.4307
E35,56° 41.03634' N,56,41.0363,56.6839,162° 25.9014' W,162,25.9014,-162.4317
E36,56° 39.04464' N,56,39.0446,56.6507,162° 25.95828' W,162,25.9583,-162.4326
E37,56° 37.05282' N,56,37.0528,56.6175,162° 26.01504' W,162,26.015,-162.4336
E38,56° 35.06094' N,56,35.0609,56.5843,162° 26.07168' W,162,26.0717,-162.4345
E39,56° 33.06894' N,56,33.0689,56.5511,162° 26.1282' W,162,26.1282,-162.4355
E40,56° 31.07694' N,56,31.0769,56.5179,162° 26.18466' W,162,26.1847,-162.4364
E41,56° 29.08482' N,56,29.0848,56.4847,162° 26.241' W,162,26.241,-162.4374
E42,56° 27.09258' N,56,27.0926,56.4515,162° 26.29722' W,162,26.2972,-162.4383
E43,56° 25.10034' N,56,25.1003,56.4183,162° 26.35338' W,162,26.3534,-162.4392
E44,56° 23.10798' N,56,23.108,56.3851,162° 26.40942' W,162,26.4094,-162.4402
E45,56° 21.11556' N,56,21.1156,56.3519,162° 26.46534' W,162,26.4653,-162.4411
E46,56° 19.12302' N,56,19.123,56.3187,162° 26.5212' W,162,26.5212,-162.442
E47,56° 17.13048' N,56,17.1305,56.2855,162° 26.57694' W,162,26.5769,-162.4429
E48,56° 15.13776' N,56,15.1378,56.2523,162° 26.63256' W,162,26.6326,-162.4439
E49,56° 13.14504' N,56,13.145,56.2191,162° 26.68812' W,162,26.6881,-162.4448
E50,56° 11.1522' N,56,11.1522,56.1859,162° 26.74356' W,162,26.7436,-162.4457
E51,56° 9.1593' N,56,9.1593,56.1527,162° 26.79888' W,162,26.7989,-162.4466
E52,56° 7.16628' N,56,7.1663,56.1194,162° 26.85408' W,162,26.8541,-162.4476
E53,56° 5.1732' N,56,5.1732,56.0862,162° 26.90922' W,162,26.9092,-162.4485
E54,56° 3.18' N,56,3.18,56.053,162° 26.9643' W,162,26.9643,-162.4494
E55,56° 1.1868' N,56,1.1868,56.0198,162° 27.0192' W,162,27.0192,-162.4503
E56,55° 59.19342' N,55,59.1934,55.9866,162° 27.07404' W,162,27.074,-162.4512
E57,55° 57.20004' N,55,57.2,55.9533,162° 27.12882' W,162,27.1288,-162.4521
E58,55° 55.20648' N,55,55.2065,55.9201,162° 27.18342' W,162,27.1834,-162.4531
E59,55° 53.21292' N,55,53.2129,55.8869,162° 27.23802' W,162,27.238,-162.454
E60,55° 51.21924' N,55,51.2192,55.8537,162° 27.29244' W,162,27.2924,-162.4549
E61,55° 49.22544' N,55,49.2254,55.8204,162° 27.3468' W,162,27.3468,-162.4558
E62,55° 47.23158' N,55,47.2316,55.7872,162° 27.40104' W,162,27.401,-162.4567
E63,55° 45.23766' N,55,45.2377,55.754,162° 27.45522' W,162,27.4552,-162.4576
E64,55° 43.24362' N,55,43.2436,55.7207,162° 27.50928' W,162,27.5093,-162.4585
E65,55° 41.24952' N,55,41.2495,55.6875,162° 27.56322' W,162,27.5632,-162.4594
E66,55° 39.2553' N,55,39.2553,55.6543,162° 27.6171' W,162,27.6171,-162.4603
E67,55° 37.26102' N,55,37.261,55.621,162° 27.67092' W,162,27.6709,-162.4612
F1,57° 48.42018' N,57,48.4202,57.807,161° 55.79076' W,161,55.7908,-161.9298
F2,57° 46.431' N,57,46.431,57.7739,161° 55.8777' W,161,55.8777,-161.9313
F3,57° 44.4417' N,57,44.4417,57.7407,161° 55.96452' W,161,55.9645,-161.9327
F4,57° 42.4524' N,57,42.4524,57.7075,161° 56.05116' W,161,56.0512,-161.9342
F5,57° 40.46304' N,57,40.463,57.6744,161° 56.13762' W,161,56.1376,-161.9356
F6,57° 38.47356' N,57,38.4736,57.6412,161° 56.22396' W,161,56.224,-161.9371
F7,57° 36.48408' N,57,36.4841,57.6081,161° 56.31012' W,161,56.3101,-161.9385
F8,57° 34.49448' N,57,34.4945,57.5749,161° 56.3961' W,161,56.3961,-161.9399
F9,57° 32.50488' N,57,32.5049,57.5417,161° 56.4819' W,161,56.4819,-161.9414
F10,57° 30.51516' N,57,30.5152,57.5086,161° 56.56758' W,161,56.5676,-161.9428
F11,57° 28.52544' N,57,28.5254,57.4754,161° 56.65308' W,161,56.6531,-161.9442
F12,57° 26.5356' N,57,26.5356,57.4423,161° 56.73846' W,161,56.7385,-161.9456
F13,57° 24.54576' N,57,24.5458,57.4091,161° 56.82366' W,161,56.8237,-161.9471
F14,57° 22.5558' N,57,22.5558,57.3759,161° 56.90868' W,161,56.9087,-161.9485
F15,57° 20.56578' N,57,20.5658,57.3428,161° 56.99358' W,161,56.9936,-161.9499
F16,57° 18.5757' N,57,18.5757,57.3096,161° 57.0783' W,161,57.0783,-161.9513
F17,57° 16.58556' N,57,16.5856,57.2764,161° 57.16284' W,161,57.1628,-161.9527
F18,57° 14.59536' N,57,14.5954,57.2433,161° 57.24726' W,161,57.2473,-161.9541
F19,57° 12.6051' N,57,12.6051,57.2101,161° 57.3315' W,161,57.3315,-161.9555
F20,57° 10.61478' N,57,10.6148,57.1769,161° 57.41556' W,161,57.4156,-161.9569
F21,57° 8.62434' N,57,8.6243,57.1437,161° 57.4995' W,161,57.4995,-161.9583
F22,57° 6.6339' N,57,6.6339,57.1106,161° 57.58332' W,161,57.5833,-161.9597
F23,57° 4.64334' N,57,4.6433,57.0774,161° 57.66696' W,161,57.667,-161.9611
F24,57° 2.65272' N,57,2.6527,57.0442,161° 57.75042' W,161,57.7504,-161.9625
F25,57° 0.66204' N,57,0.662,57.011,161° 57.83376' W,161,57.8338,-161.9639
F26,56° 58.6713' N,56,58.6713,56.9779,161° 57.91692' W,161,57.9169,-161.9653
F27,56° 56.6805' N,56,56.6805,56.9447,161° 57.9999' W,161,57.9999,-161.9667
F28,56° 54.68958' N,56,54.6896,56.9115,161° 58.08276' W,161,58.0828,-161.968
F29,56° 52.6986' N,56,52.6986,56.8783,161° 58.1655' W,161,58.1655,-161.9694
F30,56° 50.70756' N,56,50.7076,56.8451,161° 58.24806' W,161,58.2481,-161.9708
F31,56° 48.71646' N,56,48.7165,56.8119,161° 58.33044' W,161,58.3304,-161.9722
F32,56° 46.7253' N,56,46.7253,56.7788,161° 58.4127' W,161,58.4127,-161.9735
F33,56° 44.73402' N,56,44.734,56.7456,161° 58.49484' W,161,58.4948,-161.9749
F34,56° 42.74268' N,56,42.7427,56.7124,161° 58.5768' W,161,58.5768,-161.9763
F35,56° 40.75128' N,56,40.7513,56.6792,161° 58.65858' W,161,58.6586,-161.9776
F36,56° 38.75976' N,56,38.7598,56.646,161° 58.74024' W,161,58.7402,-161.979
F37,56° 36.76824' N,56,36.7682,56.6128,161° 58.82178' W,161,58.8218,-161.9804
F38,56° 34.7766' N,56,34.7766,56.5796,161° 58.90314' W,161,58.9031,-161.9817
F39,56° 32.7849' N,56,32.7849,56.5464,161° 58.98438' W,161,58.9844,-161.9831
F40,56° 30.79308' N,56,30.7931,56.5132,161° 59.06544' W,161,59.0654,-161.9844
F41,56° 28.8012' N,56,28.8012,56.48,161° 59.14632' W,161,59.1463,-161.9858
F42,56° 26.80926' N,56,26.8093,56.4468,161° 59.22714' W,161,59.2271,-161.9871
F43,56° 24.81726' N,56,24.8173,56.4136,161° 59.30772' W,161,59.3077,-161.9885
F44,56° 22.82514' N,56,22.8251,56.3804,161° 59.38824' W,161,59.3882,-161.9898
F45,56° 20.83296' N,56,20.833,56.3472,161° 59.46858' W,161,59.4686,-161.9911
F46,56° 18.84066' N,56,18.8407,56.314,161° 59.54874' W,161,59.5487,-161.9925
F47,56° 16.84836' N,56,16.8484,56.2808,161° 59.62878' W,161,59.6288,-161.9938
F48,56° 14.85588' N,56,14.8559,56.2476,161° 59.7087' W,161,59.7087,-161.9951
F49,56° 12.8634' N,56,12.8634,56.2144,161° 59.78844' W,161,59.7884,-161.9965
F50,56° 10.8708' N,56,10.8708,56.1812,161° 59.86806' W,161,59.8681,-161.9978
F51,56° 8.87814' N,56,8.8781,56.148,161° 59.94756' W,161,59.9476,-161.9991
F52,56° 6.88536' N,56,6.8854,56.1148,162° 0.02688' W,162,0.0269,-162.0004
F53,56° 4.89252' N,56,4.8925,56.0815,162° 0.10608' W,162,0.1061,-162.0018
F54,56° 2.89962' N,56,2.8996,56.0483,162° 0.1851' W,162,0.1851,-162.0031
F55,56° 0.9066' N,56,0.9066,56.0151,162° 0.264' W,162,0.264,-162.0044
F56,55° 58.91346' N,55,58.9135,55.9819,162° 0.34278' W,162,0.3428,-162.0057
F57,55° 56.92032' N,55,56.9203,55.9487,162° 0.42144' W,162,0.4214,-162.007
F58,55° 54.92706' N,55,54.9271,55.9155,162° 0.49992' W,162,0.4999,-162.0083
F59,55° 52.93368' N,55,52.9337,55.8822,162° 0.57822' W,162,0.5782,-162.0096
F60,55° 50.94024' N,55,50.9402,55.849,162° 0.65646' W,162,0.6565,-162.0109
G1,57° 48.02112' N,57,48.0211,57.8004,161° 27.6861' W,161,27.6861,-161.4614
G2,57° 46.03224' N,57,46.0322,57.7672,161° 27.7995' W,161,27.7995,-161.4633
G3,57° 44.04336' N,57,44.0434,57.7341,161° 27.9126' W,161,27.9126,-161.4652
G4,57° 42.05436' N,57,42.0544,57.7009,161° 28.02552' W,161,28.0255,-161.4671
G5,57° 40.06536' N,57,40.0654,57.6678,161° 28.13826' W,161,28.1383,-161.469
G6,57° 38.0763' N,57,38.0763,57.6346,161° 28.25076' W,161,28.2508,-161.4708
G7,57° 36.08712' N,57,36.0871,57.6015,161° 28.36302' W,161,28.363,-161.4727
G8,57° 34.09794' N,57,34.0979,57.5683,161° 28.47516' W,161,28.4752,-161.4746
G9,57° 32.10864' N,57,32.1086,57.5351,161° 28.587' W,161,28.587,-161.4765
